mode,load,0_alexnet-32,1_mobilenet_v3_small-32,2_resnet34-2
mps-uncap,1.0,2.504587173461914,5.02467155456543,3.3729076385498047
mig,1.0,4.184961318969727,6.244659423828125,3.575563430786133
