mode,load,0_densenet121-4,1_mobilenet_v3_large-16,2_resnet101-8
mps-uncap,0.8,6.850481033325195,2.8123855590820312,6.305456161499023
mps-uncap,0.9,6.870269775390625,2.833843231201172,6.293058395385742
mps-uncap,1.0,6.963014602661133,2.859354019165039,7.377386093139648
mps-uncap,0.5,6.920576095581055,2.843141555786133,6.26063346862793
mps-uncap,0.6,6.86192512512207,2.8138160705566406,6.295442581176758
mps-uncap,0.7,6.772279739379883,2.819061279296875,6.28209114074707
mps-uncap,0.1,6.977558135986328,2.820730209350586,6.28972053527832
mps-uncap,0.2,7.050275802612305,2.8383731842041016,6.244897842407227
mps-uncap,0.3,6.899595260620117,2.818584442138672,6.2503814697265625
mps-uncap,0.4,6.879568099975586,2.8433799743652344,6.281137466430664
