mode,load,0_densenet121-4,1_mobilenet_v3_large-16,2_resnet101-8
mps-uncap,0.8,102.58650779724121,42.777299880981445,84.33938026428223
mps-uncap,0.9,236.39607429504395,107.46622085571289,190.40751457214355
mps-uncap,1.0,2265.2392387390137,192.70992279052734,352.6611328125
mps-uncap,0.5,47.70517349243164,36.77678108215332,63.49921226501465
mps-uncap,0.6,54.26359176635742,29.537677764892578,58.20512771606445
mps-uncap,0.7,81.86602592468262,42.165517807006836,61.91706657409668
mps-uncap,0.1,42.62590408325195,19.04296875,32.61566162109375
mps-uncap,0.2,43.43986511230469,26.8402099609375,37.59264945983887
mps-uncap,0.3,47.39117622375488,30.09200096130371,31.709909439086914
mps-uncap,0.4,46.26202583312988,33.94293785095215,40.25697708129883
