mode,load,0_densenet121-4,1_mobilenet_v3_large-16,2_resnet101-8
mps-uncap,0.8,283.35533217822166,2601.48045774271,526.6184691220228
mps-uncap,0.9,319.834303333445,2912.793279822761,615.2616634237648
mps-uncap,1.0,346.67241089592954,3249.57888926527,664.9475531367104
mps-uncap,0.5,178.72074326925616,1669.7495274319692,330.48234630325874
mps-uncap,0.6,215.15298372354994,1985.4330603218527,405.2037082015468
mps-uncap,0.7,245.2898415782327,2331.123961138658,463.7584187335589
mps-uncap,0.1,35.11868820804014,347.12601390141407,70.64975660409576
mps-uncap,0.2,71.56698528122007,657.9750090124077,126.06367697885243
mps-uncap,0.3,100.84597138491337,971.3750904489855,193.4250228994775
mps-uncap,0.4,139.6774073584869,1287.2703894495544,272.0657466729747
