mode,load,0_densenet121-4,1_mobilenet_v3_large-16,2_resnet101-8
mps-uncap,0.8,5.74493408203125,1.9328594207763672,4.5948028564453125
mps-uncap,0.9,16.41225814819336,4.292488098144531,14.835000038146973
mps-uncap,1.0,1306.7057132720947,16.748547554016113,46.39482498168945
mps-uncap,0.5,0.040531158447265625,0.048160552978515625,0.046253204345703125
mps-uncap,0.6,0.05316734313964844,0.23126602172851562,0.049591064453125
mps-uncap,0.7,1.8444061279296875,1.1595487594604492,0.6351470947265625
mps-uncap,0.1,0.058650970458984375,0.05269050598144531,0.05650520324707031
mps-uncap,0.2,0.05435943603515625,0.04935264587402344,0.054836273193359375
mps-uncap,0.3,0.05316734313964844,0.04863739013671875,0.049114227294921875
mps-uncap,0.4,0.050067901611328125,0.04839897155761719,0.04744529724121094
