mode,load,0_densenet121-4,1_mobilenet_v3_large-16,2_resnet101-8
mps-uncap,0.8,39.03675079345703,14.621663093566895,34.99693870544434
mps-uncap,0.9,94.69900131225583,25.266933441162106,83.18905830383298
mps-uncap,1.0,2060.382175445557,73.61762523651127,159.16051864624026
mps-uncap,0.5,21.33164405822754,12.088108062744142,18.55704784393311
mps-uncap,0.6,21.58522605895996,11.021018028259277,21.65851593017578
mps-uncap,0.7,24.950122833251953,12.583899497985842,23.723697662353523
mps-uncap,0.1,19.09170150756836,8.776068687438968,12.896728515625
mps-uncap,0.2,23.742866516113285,11.980772018432617,15.573787689208986
mps-uncap,0.3,22.736310958862305,12.9202127456665,16.641473770141605
mps-uncap,0.4,21.875572204589844,13.138341903686523,18.154525756835938
