mode,load,0_densenet201-2,1_vgg11-2,2_vgg11-8
mps-uncap,0.8,57.15434551239014,10.655212402343757,16.839027404785156
mps-uncap,0.9,128.55405807495117,14.851093292236333,34.57436561584476
mps-uncap,1.0,2186.561703681946,228.23390960693357,174.8447418212891
mps-uncap,0.5,32.26861953735352,4.246997833251954,7.74228572845459
mps-uncap,0.6,34.48593616485596,5.130410194396973,8.814764022827148
mps-uncap,0.7,41.26234054565431,6.985449790954592,11.446785926818846
mps-uncap,0.1,32.01699256896973,2.3103237152099614,3.8115024566650386
mps-uncap,0.2,31.924152374267578,3.079938888549805,4.91483211517334
mps-uncap,0.3,32.89761543273926,3.453373908996582,5.751085281372071
mps-uncap,0.4,29.912900924682624,3.80394458770752,6.56113624572754
