mode,load,0_densenet201-2,1_vgg11-2,2_vgg11-8
mps-uncap,0.8,33.73682498931885,4.046988487243653,4.214286804199219
mps-uncap,0.9,39.500188827514656,4.050254821777344,4.511117935180664
mps-uncap,1.0,42.36133098602295,4.458904266357422,4.364633560180664
mps-uncap,0.5,23.672485351562504,3.6334991455078125,3.9430856704711914
mps-uncap,0.6,24.72403049468994,3.6455392837524414,4.060554504394531
mps-uncap,0.7,28.10459136962891,3.8754940032958984,4.107475280761719
mps-uncap,0.1,30.972957611083984,1.987004280090332,3.441166877746582
mps-uncap,0.2,30.404710769653324,2.908039093017578,3.7114620208740234
mps-uncap,0.3,28.926467895507816,3.256559371948242,3.7883996963500977
mps-uncap,0.4,22.947645187377933,3.398776054382325,3.8666725158691406
