mode,load,0_densenet201-2,1_vgg11-2,2_vgg11-8
mps-uncap,0.8,43.619632720947266,5.034446716308594,5.278587341308594
mps-uncap,0.9,43.18428039550781,5.393505096435547,5.47027587890625
mps-uncap,1.0,44.53158378601074,5.852699279785156,5.399465560913086
mps-uncap,0.5,37.46151924133301,4.6901702880859375,4.979372024536133
mps-uncap,0.6,36.0865592956543,4.478931427001953,4.751443862915039
mps-uncap,0.7,42.65713691711426,5.054950714111328,6.113290786743164
mps-uncap,0.1,33.1575870513916,4.340171813964844,4.312992095947266
mps-uncap,0.2,33.408164978027344,4.258871078491211,4.473686218261719
mps-uncap,0.3,33.574819564819336,4.207849502563477,4.781246185302734
mps-uncap,0.4,33.17999839782715,4.32276725769043,4.613161087036133
