mode,load,0_densenet201-2,1_vgg11-2,2_vgg11-8
mps-uncap,0.8,0.012874603271484375,0.008821487426757812,0.0073909759521484375
mps-uncap,0.9,0.014066696166992188,0.008344650268554688,0.008106231689453125
mps-uncap,1.0,0.014781951904296875,0.00858306884765625,0.008344650268554688
mps-uncap,0.5,0.013589859008789062,0.0095367431640625,0.009775161743164062
mps-uncap,0.6,0.012636184692382812,0.009775161743164062,0.008344650268554688
mps-uncap,0.7,0.01239776611328125,0.008821487426757812,0.008821487426757812
mps-uncap,0.1,0.02288818359375,0.010967254638671875,0.011920928955078125
mps-uncap,0.2,0.014543533325195312,0.010728836059570312,0.010251998901367188
mps-uncap,0.3,0.013589859008789062,0.01049041748046875,0.010013580322265625
mps-uncap,0.4,0.0133514404296875,0.009059906005859375,0.008344650268554688
