mode,load,0_densenet201-2,1_vgg11-2,2_vgg11-8
mps-uncap,0.8,11.814355850219727,1.3349056243896484,3.168821334838867
mps-uncap,0.9,12.064218521118164,1.3356208801269531,3.179788589477539
mps-uncap,1.0,12.032747268676758,1.344442367553711,3.1859874725341797
mps-uncap,0.5,11.95836067199707,1.3272762298583984,3.1659603118896484
mps-uncap,0.6,11.998653411865234,1.3225078582763672,3.1638145446777344
mps-uncap,0.7,12.185811996459961,1.3322830200195312,3.1609535217285156
mps-uncap,0.1,12.883186340332031,1.3365745544433594,3.1647682189941406
mps-uncap,0.2,11.993646621704102,1.3346672058105469,3.164052963256836
mps-uncap,0.3,12.142658233642578,1.3270378112792969,3.1545162200927734
mps-uncap,0.4,12.080907821655273,1.321554183959961,3.175020217895508
