mode,load,0_densenet201-2,1_vgg11-2,2_vgg11-8
mps-uncap,0.8,0.061631202697753906,0.3230571746826172,2.6025772094726562
mps-uncap,0.9,16.7539119720459,1.7101764678955078,6.305098533630371
mps-uncap,1.0,934.9150657653809,34.15322303771973,27.879714965820312
mps-uncap,0.5,0.05817413330078125,0.0400543212890625,0.04363059997558594
mps-uncap,0.6,0.05555152893066406,0.04100799560546875,0.048160552978515625
mps-uncap,0.7,0.05698204040527344,0.041484832763671875,1.2041330337524414
mps-uncap,0.1,0.06365776062011719,0.04792213439941406,0.049114227294921875
mps-uncap,0.2,0.05900859832763672,0.0438690185546875,0.04553794860839844
mps-uncap,0.3,0.05888938903808594,0.044345855712890625,0.046253204345703125
mps-uncap,0.4,0.05936622619628906,0.04315376281738281,0.046253204345703125
