mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-2,2_vgg11-4
mps-uncap,0.8,2874.675512313843,7922.47748374939,102.20170021057129
mps-uncap,0.9,10155.02119064331,16078.868865966797,213.0270004272461
mps-uncap,1.0,14469.109773635864,20391.50381088257,3615.8854961395264
mps-uncap,0.5,42.37198829650879,75.92606544494629,25.110960006713867
mps-uncap,0.6,57.61909484863281,135.34998893737793,25.513410568237305
mps-uncap,0.7,221.8317985534668,1108.0920696258545,38.00559043884277
mps-uncap,0.1,29.099225997924805,33.16903114318848,12.13836669921875
mps-uncap,0.2,32.340288162231445,32.93466567993164,10.007381439208984
mps-uncap,0.3,25.999784469604492,34.658193588256836,12.360572814941406
mps-uncap,0.4,27.375221252441406,54.04090881347656,15.233278274536133
