mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-2,2_vgg11-4
mps-uncap,0.8,1474.9491214752197,3832.9540491104126,4.076480865478516
mps-uncap,0.9,5116.703987121582,8016.597270965576,25.470733642578125
mps-uncap,1.0,7348.104000091553,10240.52345752716,2004.2436122894287
mps-uncap,0.5,2.8046369552612305,4.867315292358398,0.023126602172851562
mps-uncap,0.6,5.950808525085449,11.104583740234375,0.8265972137451172
mps-uncap,0.7,19.363880157470703,412.4547243118286,2.1876096725463867
mps-uncap,0.1,0.0286102294921875,0.029325485229492188,0.030040740966796875
mps-uncap,0.2,0.026702880859375,0.026702880859375,0.023603439331054688
mps-uncap,0.3,0.02193450927734375,0.021696090698242188,0.020503997802734375
mps-uncap,0.4,0.6120204925537109,1.8610954284667969,0.01621246337890625
