mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-2,2_vgg11-4
mps-uncap,0.8,0.01239776611328125,0.01239776611328125,0.009298324584960938
mps-uncap,0.9,0.012874603271484375,0.015735626220703125,0.009059906005859375
mps-uncap,1.0,0.011920928955078125,0.014781951904296875,0.011444091796875
mps-uncap,0.5,0.009298324584960938,0.0095367431640625,0.008821487426757812
mps-uncap,0.6,0.0095367431640625,0.009298324584960938,0.009059906005859375
mps-uncap,0.7,0.0095367431640625,0.0133514404296875,0.009059906005859375
mps-uncap,0.1,0.011682510375976562,0.011920928955078125,0.011920928955078125
mps-uncap,0.2,0.0095367431640625,0.009775161743164062,0.01049041748046875
mps-uncap,0.3,0.0095367431640625,0.008821487426757812,0.010967254638671875
mps-uncap,0.4,0.009298324584960938,0.009775161743164062,0.008821487426757812
