mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-2,2_vgg11-4
mps-uncap,0.8,2870.1024055480957,7913.62452507019,99.41673278808594
mps-uncap,0.9,10145.03526687622,16065.38987159729,210.36696434020996
mps-uncap,1.0,14459.79619026184,20378.467321395874,3613.1789684295654
mps-uncap,0.5,38.025856018066406,70.93143463134766,22.499561309814453
mps-uncap,0.6,53.40766906738281,130.45835494995117,22.56298065185547
mps-uncap,0.7,217.69976615905762,1103.1513214111328,34.71064567565918
mps-uncap,0.1,23.049592971801758,28.2437801361084,9.084701538085938
mps-uncap,0.2,25.403261184692383,27.222633361816406,7.251739501953125
mps-uncap,0.3,21.717071533203125,29.719114303588867,9.63902473449707
mps-uncap,0.4,23.32305908203125,48.349857330322266,12.851238250732422
