mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-2,2_vgg11-4
mps-uncap,0.8,4.482030868530273,5.414366722106934,2.964496612548828
mps-uncap,0.9,4.494905471801758,5.509376525878906,2.965211868286133
mps-uncap,1.0,4.406213760375977,5.4596662521362305,2.9627084732055664
mps-uncap,0.5,4.540085792541504,5.420875549316406,3.0566692352294926
mps-uncap,0.6,4.565000534057617,5.260229110717773,3.10516357421875
mps-uncap,0.7,4.527807235717773,5.217552185058594,3.0672550201416016
mps-uncap,0.1,9.419631958007812,11.327028274536133,3.3926963806152344
mps-uncap,0.2,7.864975929260254,8.89744758605957,2.9524326324462895
mps-uncap,0.3,6.156611442565917,6.607532501220703,3.083252906799316
mps-uncap,0.4,4.912018775939941,5.742311477661133,3.135967254638672
