mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-2,2_vgg11-4
mps-uncap,0.8,2844.077546596527,7803.305923938751,62.70456314086914
mps-uncap,0.9,10080.183863639832,15901.71799659729,186.07779502868664
mps-uncap,1.0,14317.813920974731,20193.14762353897,3576.509737968445
mps-uncap,0.5,29.30406332015992,53.35622072219856,12.30308532714844
mps-uncap,0.6,41.11425876617432,104.32281494140643,15.030503273010256
mps-uncap,0.7,173.87747764587402,1072.5792336463928,24.968302249908454
mps-uncap,0.1,22.557649612426754,26.028847694396973,6.346731185913062
mps-uncap,0.2,23.83470773696899,23.12532424926758,6.087427139282226
mps-uncap,0.3,17.60242938995361,19.047441482543963,7.510950565338132
mps-uncap,0.4,18.805880546569796,30.364775657653784,9.67087745666504
