mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-2,2_vgg11-4
mps-uncap,0.8,2734.8485946655273,6990.847706794739,20.421981811523438
mps-uncap,0.9,9257.866382598877,14537.859153747564,125.61726570129395
mps-uncap,1.0,12945.73950767517,18343.661308288574,3158.1761837005615
mps-uncap,0.5,15.929460525512695,26.4822244644165,6.653594970703131
mps-uncap,0.6,24.758577346801758,51.851511001586914,8.351612091064453
mps-uncap,0.7,93.68205070495605,930.4256200790406,12.706708908081051
mps-uncap,0.1,14.29758071899414,17.38905906677246,3.820371627807617
mps-uncap,0.2,13.62156867980957,14.717364311218263,3.909683227539064
mps-uncap,0.3,11.106586456298828,12.040328979492188,4.7454833984375
mps-uncap,0.4,11.341261863708496,15.05265235900879,5.529499053955079
