mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-2,2_vgg11-4
mps-uncap,0.8,2839.8439860343933,7798.198163509369,59.95070934295654
mps-uncap,0.9,10075.987980365753,15896.461021900177,183.3161830902102
mps-uncap,1.0,14313.679599761963,20187.92376518249,3573.9548444747925
mps-uncap,0.5,25.06784200668341,48.35430383682255,9.710817337036138
mps-uncap,0.6,36.92562580108643,99.35181140899662,12.353010177612306
mps-uncap,0.7,169.56782341003418,1067.6047587394714,22.027416229248058
mps-uncap,0.1,15.587949752807612,17.72353649139404,2.9793453216552717
mps-uncap,0.2,17.7765607833862,16.055033206939697,3.2978534698486315
mps-uncap,0.3,12.93279409408569,13.939905166625978,4.816575050354
mps-uncap,0.4,14.554250240325924,25.482540130615202,7.045664787292483
