mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-2,2_vgg11-4
mps-uncap,0.8,1479.1593551635742,3838.0638360977173,6.761312484741211
mps-uncap,0.9,5120.937705039978,8021.898150444031,28.172731399536133
mps-uncap,1.0,7352.517366409302,10245.731472969055,2007.0592164993286
mps-uncap,0.5,7.026910781860352,9.895682334899902,3.034830093383789
mps-uncap,0.6,10.200977325439453,16.12675189971924,3.5457611083984375
mps-uncap,0.7,23.607969284057617,417.5753593444824,4.840254783630371
mps-uncap,0.1,9.026527404785156,10.666370391845703,2.613067626953125
mps-uncap,0.2,7.229924201965332,8.322954177856445,2.5599002838134766
mps-uncap,0.3,5.6858062744140625,6.419062614440918,2.6960372924804688
mps-uncap,0.4,5.390405654907227,7.015466690063477,2.8181076049804688
