mode,load,0_vgg19-4,1_resnet101-8,2_resnet34-8
mps-uncap,1.0,0.00286102294921875,0.0007152557373046875,0.00286102294921875
mig,1.0,0.000476837158203125,0.000476837158203125,0.0007152557373046875
