mode,load,0_densenet169-2,1_densenet169-2,2_densenet169-2,3_densenet169-2
mig,0.1,10.056734085083008,10.182857513427734,10.285139083862305,11.572122573852539
mig,0.2,9.806632995605469,9.949445724487305,9.972095489501953,11.595964431762695
mig,0.3,9.974241256713867,9.726762771606445,9.899139404296875,11.565923690795898
mig,0.4,9.898662567138672,9.625673294067383,9.926557540893555,11.556863784790039
mig,0.5,9.876489639282227,9.871959686279297,9.78398323059082,11.555910110473633
mig,0.6,9.9639892578125,9.811639785766602,9.914159774780273,11.592388153076172
mig,0.7,9.910345077514648,9.774208068847656,9.865522384643555,11.565446853637695
mig,0.8,9.82046127319336,10.028839111328125,9.925365447998047,11.574983596801758
mig,0.9,9.763956069946289,10.10584831237793,9.80830192565918,11.580467224121094
mig,1.0,9.847402572631836,9.940862655639648,9.97471809387207,11.57832145690918
