mode,load,0_densenet169-2,1_densenet169-2,2_densenet169-2,3_densenet169-2
mig,0.1,45.59493064880371,31.912565231323242,33.379554748535156,35.892486572265625
mig,0.2,38.39230537414551,40.61126708984375,43.70927810668945,38.240909576416016
mig,0.3,50.45771598815918,40.050506591796875,37.133216857910156,43.18737983703613
mig,0.4,54.17346954345703,63.27009201049805,52.593231201171875,42.26541519165039
mig,0.5,57.781219482421875,60.58216094970703,50.576210021972656,87.9218578338623
mig,0.6,80.37686347961426,110.71109771728516,83.20331573486328,74.21016693115234
mig,0.7,98.07038307189941,93.43981742858887,125.74005126953125,134.33289527893066
mig,0.8,179.73709106445312,147.7189064025879,126.81198120117188,137.0246410369873
mig,0.9,202.1331787109375,244.42505836486816,274.87921714782715,393.831729888916
mig,1.0,1470.8693027496338,1064.443588256836,660.7687473297119,1054.5628070831299
