mode,load,0_mobilenet_v3_small-32,1_mobilenet_v3_small-32,2_vgg19-16
mps-uncap,0.8,12.133240699768066,12.613534927368164,20.82526683807373
mps-uncap,0.9,15.24662971496582,18.07427406311035,31.427741050720215
mps-uncap,1.0,86.90893650054932,159.13712978363037,164.87550735473633
mps-uncap,0.5,7.283926010131836,7.686376571655273,12.307167053222656
mps-uncap,0.6,9.857416152954102,9.289979934692383,13.065099716186523
mps-uncap,0.7,10.749340057373047,11.233329772949219,17.713069915771484
mps-uncap,0.1,6.445646286010742,6.453514099121094,10.805130004882812
mps-uncap,0.2,6.850719451904297,6.3648223876953125,10.876893997192383
mps-uncap,0.3,6.945610046386719,6.7642927169799805,11.474609375
mps-uncap,0.4,6.781935691833496,7.176876068115234,11.786103248596191
