mode,load,0_mobilenet_v3_small-32,1_mobilenet_v3_small-32,2_vgg19-16
mps-uncap,0.8,84.92922782897949,91.07327461242676,118.18885803222656
mps-uncap,0.9,186.87820434570312,164.7317409515381,189.2378330230713
mps-uncap,1.0,381.8643093109131,610.7895374298096,625.4475116729736
mps-uncap,0.5,44.45981979370117,29.53958511352539,54.2299747467041
mps-uncap,0.6,39.14499282836914,32.15789794921875,117.96212196350098
mps-uncap,0.7,63.39764595031738,58.731794357299805,91.50910377502441
mps-uncap,0.1,9.438276290893555,6.1244964599609375,11.348962783813477
mps-uncap,0.2,11.067867279052734,13.753175735473633,25.55251121520996
mps-uncap,0.3,13.265609741210938,20.87998390197754,30.238628387451172
mps-uncap,0.4,27.21858024597168,31.002044677734375,37.30440139770508
