mode,load,0_mobilenet_v3_small-32,1_mobilenet_v3_small-32,2_vgg19-16
mps-uncap,0.8,2.7341842651367188,2.710103988647461,10.697126388549805
mps-uncap,0.9,2.7413368225097656,2.718687057495117,10.735511779785156
mps-uncap,1.0,2.7511119842529297,2.747774124145508,10.768890380859375
mps-uncap,0.5,2.736806869506836,2.735614776611328,10.666608810424805
mps-uncap,0.6,2.725839614868164,2.7408599853515625,10.668516159057617
mps-uncap,0.7,2.7348995208740234,2.7174949645996094,10.680913925170898
mps-uncap,0.1,2.7103424072265625,2.7256011962890625,10.646820068359375
mps-uncap,0.2,2.7239322662353516,2.730131149291992,10.65373420715332
mps-uncap,0.3,2.7375221252441406,2.7303695678710938,10.647058486938477
mps-uncap,0.4,2.704620361328125,2.7282238006591797,10.665416717529297
