mode,load,0_mobilenet_v3_small-32,1_mobilenet_v3_small-32,2_vgg19-16
mps-uncap,0.8,14.86035585403442,16.73418045043945,13.997960090637207
mps-uncap,0.9,15.265681743621826,16.925902366638184,14.224596023559569
mps-uncap,1.0,17.789175510406494,16.14464521408081,14.573335647583008
mps-uncap,0.5,14.532179832458498,13.500585556030273,13.404607772827148
mps-uncap,0.6,15.251970291137692,13.897175788879393,13.553485870361328
mps-uncap,0.7,14.354925155639652,15.786828994750975,13.78946781158447
mps-uncap,0.1,11.590385437011719,11.821768283843996,11.959934234619137
mps-uncap,0.2,12.11647033691406,12.321205139160154,12.476806640624996
mps-uncap,0.3,13.151884078979489,12.872202396392828,12.685155868530272
mps-uncap,0.4,13.12633514404297,13.713197708129877,13.070225715637207
