mode,load,0_mobilenet_v3_small-32,1_mobilenet_v3_small-32,2_vgg19-16
mps-uncap,0.8,17.96746253967285,19.179344177246094,16.14522933959961
mps-uncap,0.9,17.58599281311035,19.093990325927734,14.942407608032227
mps-uncap,1.0,19.860506057739258,17.794132232666016,15.109062194824219
mps-uncap,0.5,15.898942947387695,17.152786254882812,14.243602752685547
mps-uncap,0.6,17.517566680908203,15.418291091918945,14.512300491333008
mps-uncap,0.7,17.081022262573242,18.157243728637695,14.546632766723633
mps-uncap,0.1,13.632535934448242,13.482093811035156,13.261556625366211
mps-uncap,0.2,13.782262802124023,13.726472854614258,13.764142990112305
mps-uncap,0.3,14.859199523925781,13.782739639282227,13.293981552124023
mps-uncap,0.4,13.82136344909668,16.434431076049805,13.856172561645508
