mode,load,0_mobilenet_v3_small-32,1_mobilenet_v3_small-32,2_vgg19-16
mps-uncap,0.8,10.49339771270752,10.616779327392578,12.403011322021484
mps-uncap,0.9,12.029647827148438,12.289047241210938,12.793779373168945
mps-uncap,1.0,14.142751693725586,13.537406921386719,13.519048690795898
mps-uncap,0.5,6.19959831237793,6.119728088378906,11.580109596252441
mps-uncap,0.6,6.340742111206055,6.3915252685546875,11.764049530029297
mps-uncap,0.7,8.556604385375977,8.211612701416016,12.055397033691406
mps-uncap,0.1,6.341457366943359,6.360769271850586,10.738372802734375
mps-uncap,0.2,6.6814422607421875,6.224155426025391,10.783672332763672
mps-uncap,0.3,6.6394805908203125,6.463527679443359,10.875940322875977
mps-uncap,0.4,6.362318992614746,6.689786911010742,11.331915855407715
