mode,load,0_mobilenet_v3_small-32,1_mobilenet_v3_small-32,2_vgg19-16
mps-uncap,0.8,0.010967254638671875,0.011205673217773438,0.010967254638671875
mps-uncap,0.9,0.010728836059570312,0.01049041748046875,0.009775161743164062
mps-uncap,1.0,0.011920928955078125,0.011205673217773438,0.01049041748046875
mps-uncap,0.5,0.011920928955078125,0.011682510375976562,0.011444091796875
mps-uncap,0.6,0.011682510375976562,0.010251998901367188,0.010967254638671875
mps-uncap,0.7,0.010967254638671875,0.009775161743164062,0.011444091796875
mps-uncap,0.1,0.011682510375976562,0.0171661376953125,0.020265579223632812
mps-uncap,0.2,0.012159347534179688,0.0133514404296875,0.011920928955078125
mps-uncap,0.3,0.012874603271484375,0.011205673217773438,0.011682510375976562
mps-uncap,0.4,0.012159347534179688,0.011444091796875,0.011444091796875
