mode,load,0_mobilenet_v3_small-32,1_mobilenet_v3_small-32,2_vgg19-16
mps-uncap,0.8,29.308795928955078,32.29837417602538,55.608153343200684
mps-uncap,0.9,50.336551666259766,61.95139884948731,83.30049514770508
mps-uncap,1.0,246.7702865600587,432.5994491577148,289.58821296691895
mps-uncap,0.5,15.24810791015625,14.926719665527346,25.80060958862305
mps-uncap,0.6,19.59395408630371,17.80900955200195,34.142589569091825
mps-uncap,0.7,22.342824935913082,23.770666122436527,43.51344108581544
mps-uncap,0.1,7.425451278686523,8.508253097534173,11.790037155151367
mps-uncap,0.2,10.99095344543457,10.544300079345703,16.068220138549805
mps-uncap,0.3,11.848926544189453,11.605143547058107,19.48714256286621
mps-uncap,0.4,12.645506858825687,13.62900733947754,21.424531936645508
