mode,load,0_mobilenet_v3_small-32,1_mobilenet_v3_small-32,2_vgg19-16
mps-uncap,0.8,0.054955482482910156,0.3933906555175781,8.602380752563477
mps-uncap,0.9,5.085349082946777,7.217645645141602,18.657684326171875
mps-uncap,1.0,72.68834114074707,146.3325023651123,151.63469314575195
mps-uncap,0.5,0.04839897155761719,0.04673004150390625,0.050067901611328125
mps-uncap,0.6,0.04792213439941406,0.045299530029296875,0.5812644958496094
mps-uncap,0.7,0.04601478576660156,0.04744529724121094,5.853176116943359
mps-uncap,0.1,0.06079673767089844,0.060558319091796875,0.0591278076171875
mps-uncap,0.2,0.05936622619628906,0.05412101745605469,0.05459785461425781
mps-uncap,0.3,0.05507469177246094,0.051140785217285156,0.053882598876953125
mps-uncap,0.4,0.0514984130859375,0.051975250244140625,0.049233436584472656
