mode,load,0_mobilenet_v3_small-32,1_mobilenet_v3_small-32,2_vgg19-16
mps-uncap,0.8,2.7666091918945312,2.749919891357422,10.71929931640625
mps-uncap,0.9,2.752065658569336,2.7475357055664062,10.762691497802734
mps-uncap,1.0,2.7954578399658203,2.7611255645751953,10.789155960083008
mps-uncap,0.5,2.7534961700439453,2.7582645416259766,10.70547103881836
mps-uncap,0.6,2.741098403930664,2.752065658569336,10.702133178710938
mps-uncap,0.7,2.7501583099365234,2.730131149291992,10.694503784179688
mps-uncap,0.1,2.7222633361816406,2.743244171142578,10.671138763427734
mps-uncap,0.2,2.739429473876953,2.7523040771484375,10.675191879272461
mps-uncap,0.3,2.7506351470947266,2.7532577514648438,10.665178298950195
mps-uncap,0.4,2.7310848236083984,2.7413368225097656,10.681390762329102
