mode,load,0_mobilenet_v3_small-32,1_mobilenet_v3_small-32,2_vgg19-16
mps-uncap,0.8,52.875137329101534,57.61364936828612,91.34147167205799
mps-uncap,0.9,128.93003463745146,113.82575511932373,125.79928159713741
mps-uncap,1.0,326.36937141418457,549.0171027183533,565.7646656036377
mps-uncap,0.5,18.211088180542014,15.771303176879861,30.45708417892456
mps-uncap,0.6,24.774336814880357,20.54172515869139,63.37150573730469
mps-uncap,0.7,32.219800949096694,34.10762786865235,61.44553184509276
mps-uncap,0.1,5.608816146850585,4.747300148010258,9.48610305786132
mps-uncap,0.2,7.154712677001946,9.783420562744135,12.821111679077145
mps-uncap,0.3,9.676313400268555,10.347676277160677,18.970775604248047
mps-uncap,0.4,13.111498355865532,15.927495956420886,24.5969295501709
