mode,load,0_squeezenet1_1-16,1_squeezenet1_1-16
mig,0.1,3.826141357421875,4.460811614990234
mig,0.2,3.2825469970703125,3.8385391235351562
mig,0.3,3.274202346801758,3.8385391235351562
mig,0.4,3.271818161010742,3.8177967071533203
mig,0.5,3.255128860473633,3.8187503814697266
mig,0.6,3.1142234802246094,3.6859512329101562
mig,0.7,3.1194686889648438,3.682851791381836
mig,0.8,3.2711029052734375,3.8416385650634766
mig,0.9,3.274679183959961,3.838777542114258
mig,1.0,3.2732486724853516,3.8406848907470703
