mode,load,0_squeezenet1_1-16,1_squeezenet1_1-16
mig,0.1,0.012159347534179688,0.013589859008789062
mig,0.2,0.011444091796875,0.010967254638671875
mig,0.3,0.008821487426757812,0.010013580322265625
mig,0.4,0.009059906005859375,0.009298324584960938
mig,0.5,0.009298324584960938,0.0095367431640625
mig,0.6,0.009298324584960938,0.009059906005859375
mig,0.7,0.0095367431640625,0.009298324584960938
mig,0.8,0.0095367431640625,0.011205673217773438
mig,0.9,0.010013580322265625,0.012636184692382812
mig,1.0,0.011205673217773438,0.010967254638671875
