mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-32,2_mobilenet_v3_small-32,3_resnet152-32
mps-uncap,1.0,12.682914733886719,12.68303394317627,12.717485427856445,52.161216735839844
