mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-32,2_mobilenet_v3_small-32,3_resnet152-32
mps-uncap,1.0,0.0007152557373046875,0.0064373016357421875,0.008821487426757812,0.000476837158203125
