mode,load,0_alexnet-16,1_alexnet-16
mig,0.1,741.2290458731441,637.1371425943759
mig,0.2,1507.248585780532,1236.2601700337348
mig,0.3,2285.2013723303644,1848.0025013434042
mig,0.4,3048.6625821274283,2464.359406588428
mig,0.5,3717.2921117054075,3088.1282563376026
mig,0.6,4558.464846989093,3662.549025363252
mig,0.7,5243.300717028438,4443.104731443599
mig,0.8,6175.932513307246,4859.439637366047
mig,0.9,6748.340249201418,5626.080276652817
mig,1.0,6828.949819740423,5698.596810559731
