mode,load,0_alexnet-16,1_densenet169-2,2_vgg16-32
mps-uncap,0.8,15.73815107345581,86.06641292572019,25.747575759887695
mps-uncap,0.9,15.653457641601566,87.37651348114014,25.651721954345696
mps-uncap,1.0,15.361328124999996,88.09043407440187,25.344765186309814
mps-uncap,0.5,15.293359756469727,62.97217369079591,26.37695789337158
mps-uncap,0.6,15.168626308441157,67.57714748382568,26.109697818756104
mps-uncap,0.7,15.074625015258786,80.61850309371947,26.148765087127686
mps-uncap,0.1,14.793310165405263,53.84850025177004,32.00216293334961
mps-uncap,0.2,14.641129970550542,54.26274299621579,26.842021942138654
mps-uncap,0.3,14.447410106658936,46.54253005981438,25.388798713684082
mps-uncap,0.4,15.157432556152349,65.39187431335449,25.700426101684574
