mode,load,0_alexnet-16,1_densenet169-2,2_vgg16-32
mps-uncap,0.8,18.68271827697754,88.68765830993652,27.30274200439453
mps-uncap,0.9,20.115137100219727,88.30499649047852,27.64415740966797
mps-uncap,1.0,17.46535301208496,92.58699417114258,31.898975372314453
mps-uncap,0.5,18.641233444213867,66.95437431335449,32.19294548034668
mps-uncap,0.6,18.93305778503418,85.03055572509766,27.306079864501953
mps-uncap,0.7,17.682313919067383,83.04190635681152,28.882265090942383
mps-uncap,0.1,21.969318389892578,58.47430229187012,34.026384353637695
mps-uncap,0.2,16.954421997070312,58.81476402282715,29.979228973388672
mps-uncap,0.3,17.177581787109375,55.107831954956055,26.63588523864746
mps-uncap,0.4,18.6614990234375,74.30410385131836,26.62944793701172
