mode,load,0_alexnet-16,1_densenet169-2,2_vgg16-32
mps-uncap,0.8,14.402294158935549,70.37532329559326,23.77181053161621
mps-uncap,0.9,14.558744430541992,74.80487823486327,24.157190322875977
mps-uncap,1.0,13.169622421264648,78.24165821075441,24.59580898284912
mps-uncap,0.5,11.561012268066404,46.49090766906738,23.462533950805664
mps-uncap,0.6,12.715053558349611,54.285407066345215,23.990273475646973
mps-uncap,0.7,12.423801422119139,70.94535827636719,24.064230918884277
mps-uncap,0.1,4.58371639251709,41.469526290893555,29.95285987854004
mps-uncap,0.2,7.68725872039795,40.354132652282715,23.946976661682132
mps-uncap,0.3,9.267473220825194,35.79292297363282,23.2266902923584
mps-uncap,0.4,9.989070892333984,47.72701263427736,23.677492141723633
