mode,load,0_alexnet-16,1_densenet169-2,2_vgg16-32
mps-uncap,0.8,112.11708784103392,244.60628032684323,369.9296283721924
mps-uncap,0.9,988.304090499878,449.8076248168944,1583.3087348937966
mps-uncap,1.0,4221.871223449707,1086.0700130462658,6493.293492794037
mps-uncap,0.5,27.809057235717656,89.10664558410649,108.31542253494257
mps-uncap,0.6,37.033278942108055,119.74155902862545,118.64564657211304
mps-uncap,0.7,50.438890457153235,240.24398565292356,207.03212738037087
mps-uncap,0.1,15.147533416748038,53.896217346191435,53.0429744720459
mps-uncap,0.2,15.631392002105729,56.227018833160386,58.448696136474524
mps-uncap,0.3,16.231312751770005,55.223236083984354,65.46276092529295
mps-uncap,0.4,19.054832458496094,70.23376464843747,70.63202857971191
