mode,load,0_alexnet-16,1_densenet169-2,2_vgg16-32
mps-uncap,0.8,1.5530586242675781,17.149686813354492,19.458770751953125
mps-uncap,0.9,1.7423629760742188,17.38452911376953,20.667076110839844
mps-uncap,1.0,1.7707347869873047,17.23313331604004,20.244359970092773
mps-uncap,0.5,1.5075206756591797,17.002105712890625,19.195556640625
mps-uncap,0.6,1.554727554321289,16.981840133666992,19.366741180419922
mps-uncap,0.7,1.512289047241211,17.02284812927246,19.41204071044922
mps-uncap,0.1,1.6837120056152344,18.1424617767334,19.233226776123047
mps-uncap,0.2,1.5690326690673828,17.544984817504883,19.275665283203125
mps-uncap,0.3,1.5387535095214844,17.180204391479492,19.238710403442383
mps-uncap,0.4,1.4791488647460938,17.234325408935547,19.00172233581543
