mode,load,0_inception_v3-4,1_squeezenet1_1-2,2_vgg19-4
mps-uncap,0.8,8.529424667358398,1.6510486602783203,3.5371780395507812
mps-uncap,0.9,8.67009162902832,1.6751289367675781,3.582477569580078
mps-uncap,1.0,8.673667907714844,1.6598701477050781,4.240751266479492
mps-uncap,0.5,8.521080017089844,1.6536712646484375,3.4666061401367188
mps-uncap,0.6,8.513689041137695,1.6624927520751953,3.45611572265625
mps-uncap,0.7,8.48841667175293,1.678466796875,3.476858139038086
mps-uncap,0.1,8.518218994140625,1.8603801727294922,3.515005111694336
mps-uncap,0.2,8.376359939575195,1.6789436340332031,3.499269485473633
mps-uncap,0.3,8.65626335144043,1.6736984252929688,3.503084182739258
mps-uncap,0.4,8.537054061889648,1.678466796875,3.468751907348633
