mode,load,0_inception_v3-4,1_squeezenet1_1-2,2_vgg19-4
mps-uncap,0.8,340.31815022876174,676.6339529136991,688.9468331354561
mps-uncap,0.9,390.1899227169668,766.3056876550816,765.5791572259001
mps-uncap,1.0,393.5250988333444,772.4007046125932,804.3240713733388
mps-uncap,0.5,211.59289893178016,434.6344826388035,425.03492835686495
mps-uncap,0.6,260.2102970424127,526.0702827578353,527.4390360245346
mps-uncap,0.7,289.46877457477564,617.2532353561194,606.1813988499403
mps-uncap,0.1,46.12231054997096,87.19612064710113,86.6398671260195
mps-uncap,0.2,84.24402950641937,172.04345789936835,173.33337073448115
mps-uncap,0.3,131.90780293282444,257.7543370484112,249.62923954727722
mps-uncap,0.4,173.33619856884076,343.42102302727704,338.20969663018093
