mode,load,0_inception_v3-4,1_squeezenet1_1-2,2_vgg19-4
mps-uncap,0.8,8.571147918701172,1.6834735870361328,3.573179244995117
mps-uncap,0.9,8.863449096679688,1.7113685607910156,3.59344482421875
mps-uncap,1.0,9.588956832885742,1.7094612121582031,5.902528762817383
mps-uncap,0.5,8.56924057006836,1.6753673553466797,3.478527069091797
mps-uncap,0.6,8.572816848754883,1.6889572143554688,3.507375717163086
mps-uncap,0.7,8.527278900146484,1.7061233520507812,3.490924835205078
mps-uncap,0.1,8.729696273803711,1.8727779388427734,3.535747528076172
mps-uncap,0.2,8.399724960327148,1.7054080963134766,3.5278797149658203
mps-uncap,0.3,8.686542510986328,1.6903877258300781,3.515005111694336
mps-uncap,0.4,8.56637954711914,1.7108917236328125,3.5157203674316406
