mode,load,0_inception_v3-4,1_squeezenet1_1-2,2_vgg19-4
mps-uncap,0.8,21.1484432220459,10.204553604125977,16.726970672607422
mps-uncap,0.9,21.599769592285156,14.178037643432617,17.073631286621094
mps-uncap,1.0,20.505666732788086,8.309602737426758,16.020536422729492
mps-uncap,0.5,22.589921951293945,16.804933547973633,18.37611198425293
mps-uncap,0.6,21.24309539794922,16.184329986572266,11.235237121582031
mps-uncap,0.7,22.878408432006836,16.61515235900879,18.594026565551758
mps-uncap,0.1,24.208784103393555,6.295442581176758,7.785558700561523
mps-uncap,0.2,21.074771881103516,6.577014923095703,6.711006164550781
mps-uncap,0.3,21.45552635192871,5.704402923583984,6.85572624206543
mps-uncap,0.4,16.92938804626465,11.075496673583984,6.78253173828125
