mode,load,0_inception_v3-4,1_squeezenet1_1-2,2_vgg19-4
mps-uncap,0.8,201.02429389953613,63.954830169677734,86.33947372436523
mps-uncap,0.9,840.2061462402344,354.50100898742676,226.07731819152832
mps-uncap,1.0,3590.3749465942383,5719.26212310791,4522.855997085571
mps-uncap,0.5,51.85961723327637,16.0524845123291,29.7696590423584
mps-uncap,0.6,61.766624450683594,14.130353927612305,33.67114067077637
mps-uncap,0.7,87.31579780578613,30.08246421813965,56.258440017700195
mps-uncap,0.1,40.0235652923584,11.605978012084961,6.615877151489258
mps-uncap,0.2,44.96884346008301,13.231277465820312,10.13803482055664
mps-uncap,0.3,40.99535942077637,16.899585723876953,13.87333869934082
mps-uncap,0.4,39.87741470336914,14.70184326171875,21.642684936523438
