mode,load,0_mobilenet_v2-2,1_resnet101-32,2_resnet101-32
mps-uncap,0.1,7.068641185760502,47.907891273498535,25.580148696899425
mps-uncap,0.2,8.95262241363523,63.20493698120082,48.30592155456543
mps-uncap,0.3,14.173650741577191,77.28448390960713,82.46233940124516
mps-uncap,0.4,20.956311225891067,115.22785663604742,100.70371627807617
mps-uncap,0.5,24.95502948760999,128.92724275589006,108.60177755355834
mps-uncap,0.6,45.137720108032255,201.159131526947,335.6093549728386
mps-uncap,0.7,65.49013614654542,402.76938915252657,308.53791475296015
mps-uncap,0.8,113.84444713592522,508.6066246032713,446.88307762145996
mps-uncap,0.9,245.95077514648492,741.1774969100956,988.6094450950623
mps-uncap,1.0,935.8597850799559,4763.658075332641,1040.6509375572218
mps-uncap,1.1,11241.810483932493,12232.08131790161,14975.75057983398
mps-uncap,1.2,20274.200019836426,18405.33522605896,18818.497598171234
mps-uncap,1.3,21561.798202991486,28445.772700309753,30838.04136276245
mps-uncap,1.4,21494.083762168884,32278.019189834595,32216.707181930553
mps-uncap,1.5,21612.475287914276,39280.85970878601,41919.188356399536
orion,0.1,7.951004505157462,38.327591419219935,0.16057491302490207
orion,0.2,47.88594245910622,110.99604845046998,40.29501914978025
orion,0.3,172.87446022033723,170.09791135787958,47.98274040222169
orion,0.4,208.09076786041277,182.40904569625846,49.12924766540527
orion,0.5,286.87983512878424,312.33190536499006,49.156153202056885
orion,0.6,879.9463748931879,528.6934828758243,86.15796089172362
orion,0.7,1941.046290397644,911.5785837173461,89.15707588195791
orion,0.8,33271.787915229805,2411.3661193847665,95.69662809371947
orion,0.9,56405.007338523865,8422.843697071077,89.91133689880373
orion,1.0,63721.51446342468,23906.7292380333,94.7561073303223
orion,1.1,67773.72232198715,44337.48673200607,143.97654533386242
orion,1.2,74284.76154327393,58613.66505622864,135.206196308136
orion,1.3,78579.36894893646,66136.66260242462,147.27014541625977
orion,1.4,85661.44742965698,69889.30630683899,147.1051788330078
orion,1.5,92170.89730262756,76328.68163585663,237.1750831604004
ts,0.1,7.35265254974363,62.070512771606246,29.45469141006465
ts,0.2,8.384108543395996,77.97677278518678,76.02524757385252
ts,0.3,10.098085403442363,106.85339927673331,145.15828132629392
ts,0.4,10.603990554809574,150.75573921203596,112.85933256149288
ts,0.5,11.997995376586903,219.3001031875609,200.6578922271728
ts,0.6,16.12688302993774,384.3001604080204,383.1644678115851
ts,0.7,19.49297666549682,1536.0599327087402,962.8192806243895
ts,0.8,26.284856796264613,4425.007605552674,2284.713463783264
ts,0.9,30.304479598998984,20523.689451217648,6707.229661941529
ts,1.0,31.2817811965943,32586.54877662658,20237.168354988095
ts,1.1,37.896990776062054,40188.00727367401,30419.38135623932
ts,1.2,370.4276084899908,50244.920444488525,40024.62450504303
ts,1.3,55.791740417480455,56597.2775888443,46611.62128448487
ts,1.4,106.92628622055074,58074.03174877167,50957.57613182068
ts,1.5,63.060476779937744,59304.221086502075,57787.59588241577
