mode,load,0_mobilenet_v2-2,1_resnet101-32,2_resnet101-32
mps-uncap,0.1,9.882187843322754,77.22930908203126,73.47812652587892
mps-uncap,0.2,12.1579647064209,78.28879356384277,80.12185096740723
mps-uncap,0.3,15.935420989990234,88.36359977722168,92.12913513183594
mps-uncap,0.4,18.692111968994148,108.39571952819824,102.61678695678711
mps-uncap,0.5,21.463775634765625,117.53594875335693,121.79229259490968
mps-uncap,0.6,32.46848583221437,177.42693424224854,159.438157081604
mps-uncap,0.7,39.602351188659675,223.47474098205566,246.12686634063735
mps-uncap,0.8,67.84291267395024,289.6565914154053,320.03560066223145
mps-uncap,0.9,102.04567909240724,459.6375226974496,509.3464374542237
mps-uncap,1.0,608.2647323608396,3277.145624160766,779.9933195114136
mps-uncap,1.1,10350.855350494385,10985.939717292786,13522.543144226076
mps-uncap,1.2,18161.856961250305,17222.40707874298,18413.365244865417
mps-uncap,1.3,21530.763745307922,25747.02196121216,28181.825280189514
mps-uncap,1.4,21494.90714073181,29131.681442260742,28484.075903892517
mps-uncap,1.5,21541.035056114197,35243.96433830261,38456.565618515015
orion,0.1,18.997597694397005,89.75231647491455,50.75836181640625
orion,0.2,33.89439582824708,107.92465209960939,49.334716796875
orion,0.3,64.61400985717776,159.2191457748413,49.41272735595703
orion,0.4,96.59419059753417,190.83855152130138,49.45516586303711
orion,0.5,150.9564876556397,278.9510250091553,69.81649398803717
orion,0.6,336.22705936431885,335.1555109024049,80.11231422424318
orion,0.7,1454.156494140625,578.2054662704468,89.33300971984863
orion,0.8,31184.47380065918,1657.5585842132568,92.56911277770996
orion,0.9,55267.78635978699,7669.484734535217,93.8239574432373
orion,1.0,62783.611536026,21180.08155822754,96.42477035522464
orion,1.1,67253.26447486877,40382.445502281196,98.4398365020752
orion,1.2,73099.19710159302,54265.16156196595,98.45178127288818
orion,1.3,77803.55489253998,59680.86051940918,132.4730396270752
orion,1.4,83653.00459861755,65225.74806213379,101.43942832946833
orion,1.5,83281.26678466797,68090.0607585907,145.98774909973145
ts,0.1,9.480619430541994,84.75441932678224,68.74396800994874
ts,0.2,10.526514053344727,99.25100803375244,101.01099014282227
ts,0.3,12.294149398803711,111.68913841247559,112.91966438293456
ts,0.4,12.78829574584961,132.65202045440674,117.17355251312256
ts,0.5,14.596939086914057,186.23816967010498,174.5929718017578
ts,0.6,15.870928764343262,272.662878036499,277.9321908950806
ts,0.7,18.774485588073734,651.0003566741952,544.212818145752
ts,0.8,21.29888534545899,3922.499179840088,1426.0142326354996
ts,0.9,23.988008499145508,17985.4154586792,5651.353597640991
ts,1.0,25.33268928527832,29401.49281024933,17469.881582260132
ts,1.1,27.83722877502441,36250.974917411804,27649.948310852054
ts,1.2,36.24582290649414,45093.15276145935,36045.60544490814
ts,1.3,35.772037506103516,51520.4191684723,42434.41872596741
ts,1.4,43.26462745666504,52774.21412467957,46591.705846786506
ts,1.5,43.94378662109375,53688.114643096924,52769.771099090576
