mode,load,0_mobilenet_v2-2,1_resnet101-32,2_resnet101-32
mps-uncap,0.1,0.0400543212890625,0.04792213439941406,0.04649162292480469
mps-uncap,0.2,0.035762786865234375,0.044345855712890625,0.03886222839355469
mps-uncap,0.3,0.03528594970703125,0.03933906555175781,0.04482269287109375
mps-uncap,0.4,0.03743171691894531,0.041961669921875,0.03743171691894531
mps-uncap,0.5,0.03743171691894531,0.0400543212890625,0.042438507080078125
mps-uncap,0.6,0.025033950805664062,0.04410743713378906,0.04220008850097656
mps-uncap,0.7,0.037670135498046875,0.041961669921875,0.043392181396484375
mps-uncap,0.8,0.036716461181640625,0.04172325134277344,0.042438507080078125
mps-uncap,0.9,0.03838539123535156,0.04410743713378906,0.041961669921875
mps-uncap,1.0,0.030279159545898438,0.045299530029296875,0.04267692565917969
mps-uncap,1.1,0.04673004150390625,0.049114227294921875,0.059604644775390625
mps-uncap,1.2,0.044345855712890625,0.06723403930664062,0.06532669067382812
mps-uncap,1.3,0.061511993408203125,0.6327629089355469,0.05245208740234375
mps-uncap,1.4,0.05269050598144531,0.07224082946777344,0.07081031799316406
mps-uncap,1.5,0.05173683166503906,0.06532669067382812,0.05984306335449219
orion,0.1,0.030517578125,0.030517578125,0.030279159545898438
orion,0.2,0.030040740966796875,0.02956390380859375,0.029802322387695312
orion,0.3,0.029087066650390625,0.029802322387695312,0.028133392333984375
orion,0.4,0.028848648071289062,0.029802322387695312,0.027418136596679688
orion,0.5,0.028371810913085938,0.030040740966796875,0.0286102294921875
orion,0.6,0.029325485229492188,0.030279159545898438,0.030040740966796875
orion,0.7,0.029325485229492188,0.030994415283203125,0.029802322387695312
orion,0.8,0.11396408081054688,0.030279159545898438,0.028371810913085938
orion,0.9,0.11849403381347656,0.1659393310546875,0.029325485229492188
orion,1.0,0.08726119995117188,0.1518726348876953,0.02956390380859375
orion,1.1,0.1919269561767578,0.10943412780761719,0.024080276489257812
orion,1.2,0.12421607971191406,0.15282630920410156,0.028848648071289062
orion,1.3,0.09775161743164062,0.25272369384765625,0.028133392333984375
orion,1.4,0.15163421630859375,0.12373924255371094,0.028848648071289062
orion,1.5,0.12326240539550781,0.04506111145019531,0.027418136596679688
ts,0.1,0.04220008850097656,0.0476837158203125,0.04076957702636719
ts,0.2,0.036716461181640625,0.040531158447265625,0.04482269287109375
ts,0.3,0.034809112548828125,0.04696846008300781,0.045299530029296875
ts,0.4,0.03743171691894531,0.04410743713378906,0.0438690185546875
ts,0.5,0.03743171691894531,0.041961669921875,0.04315376281738281
ts,0.6,0.03719329833984375,0.045299530029296875,0.04029273986816406
ts,0.7,0.030517578125,0.04506111145019531,0.042438507080078125
ts,0.8,0.03337860107421875,0.04220008850097656,0.04029273986816406
ts,0.9,0.0362396240234375,0.06031990051269531,0.042438507080078125
ts,1.0,0.03266334533691406,0.06103515625,0.046253204345703125
ts,1.1,0.028133392333984375,0.05841255187988281,0.05841255187988281
ts,1.2,0.03409385681152344,0.0629425048828125,0.10395050048828125
ts,1.3,0.031232833862304688,0.06103515625,0.06031990051269531
ts,1.4,0.03790855407714844,0.05888938903808594,0.064849853515625
ts,1.5,0.0362396240234375,0.06866455078125,0.07009506225585938
