mode,load,0_mobilenet_v2-2,1_resnet101-32,2_resnet101-32
mps-uncap,0.1,0.10395050048828125,0.1250267028808594,0.11615753173828128
mps-uncap,0.2,0.11386871337890628,1.3050556182861328,3.9459705352783216
mps-uncap,0.3,4.032135009765625,22.896885871887246,35.5533123016358
mps-uncap,0.4,5.560493469238284,47.76520729064942,41.01920127868652
mps-uncap,0.5,7.584524154663087,52.28221416473389,56.33411407470706
mps-uncap,0.6,14.786911010742195,116.1034107208252,81.64229393005373
mps-uncap,0.7,21.783089637756348,154.58922386169436,170.3191041946413
mps-uncap,0.8,48.89535903930682,220.66259384155276,237.99691200256353
mps-uncap,0.9,83.10980796813968,384.72375869750994,414.542603492737
mps-uncap,1.0,587.3689174652098,3212.7632141113277,692.6414489746095
mps-uncap,1.1,10329.911804199219,10902.145338058473,13424.35073852539
mps-uncap,1.2,18144.50852870941,17137.8484249115,18315.15371799469
mps-uncap,1.3,21508.52358341217,25661.1056804657,28086.572289466858
mps-uncap,1.4,21473.94561767578,29045.23539543152,28387.63177394867
mps-uncap,1.5,21519.307160377502,35156.27174377442,38362.165212631226
orion,0.1,0.06549358367919923,0.06847381591796876,0.05125999450683594
orion,0.2,2.388954162597681,20.892667770385756,0.06070137023925782
orion,0.3,25.09465217590336,54.648756980895996,0.08380413055419922
orion,0.4,56.30426406860351,92.66476631164564,0.10514259338378906
orion,0.5,113.40699195861818,156.95338249206546,20.887470245361374
orion,0.6,300.4624843597412,234.6392393112183,30.076599121093764
orion,0.7,1417.2014236450198,484.5114946365357,40.2348518371582
orion,0.8,31137.79015541077,1543.6254501342771,43.55943202972412
orion,0.9,55229.69198226929,7572.672700881959,44.73876953125
orion,1.0,62742.22481250763,21041.595029830933,47.65014648437501
orion,1.1,67203.0264377594,40276.35352611542,49.31051731109619
orion,1.2,73026.66273117065,54087.334156036384,49.33581352233887
orion,1.3,77706.31682872772,59521.370005607605,83.48579406738281
orion,1.4,83613.87882232666,65136.00397109985,52.307033538818914
orion,1.5,83096.92029953003,67968.73273849487,96.98605537414551
ts,0.1,0.11324882507324219,0.13594627380371094,0.12145042419433595
ts,0.2,0.11317729949951173,14.736652374267592,2.9859066009521884
ts,0.3,3.1825065612792955,39.19482231140136,42.58441925048827
ts,0.4,4.004335403442383,60.88485717773437,48.61271381378174
ts,0.5,5.91440200805664,91.74585342407227,91.57919883728027
ts,0.6,6.859302520751953,177.490234375,176.13286972045898
ts,0.7,8.675360679626465,537.2638702392579,430.0913333892822
ts,0.8,10.780906677246099,3831.8686485290527,1309.0842723846451
ts,0.9,13.313055038452148,17872.56727218628,5535.178184509277
ts,1.0,14.713287353515625,29280.47113418579,17355.832958221436
ts,1.1,17.32501983642578,36136.75067424774,27532.60273933411
ts,1.2,25.561094284057617,44975.815773010254,35928.30150127411
ts,1.3,25.232219696044922,51397.0308303833,42319.40383911133
ts,1.4,32.79101848602295,52650.908946990974,46469.71950531006
ts,1.5,33.40880870819091,53568.098306655884,52648.28238487244
