mode,load,1_mobilenet_v2-2,2_resnet101-32,3_resnet101-32
mps-uncap,0.1,0.06580352783203125,0.0673532485961914,0.0743865966796875
mps-uncap,0.2,0.05602836608886719,0.0667572021484375,0.06413459777832031
mps-uncap,0.3,0.04839897155761719,0.060558319091796875,0.05817413330078125
mps-uncap,0.4,0.04982948303222656,0.06461143493652344,0.055670738220214844
mps-uncap,0.5,0.05054473876953125,0.06103515625,0.05745887756347656
mps-uncap,0.6,0.05125999450683594,0.055789947509765625,0.0514984130859375
mps-uncap,0.7,0.05412101745605469,0.05793571472167969,0.056624412536621094
mps-uncap,0.8,0.05507469177246094,0.05030632019042969,0.05698204040527344
mps-uncap,0.9,0.057578086853027344,0.05936622619628906,0.09918212890625
mps-uncap,1.0,162.7943515777588,1456.7939043045044,926.185131072998
mps-uncap,1.1,70.09577751159668,105.96323013305664,1501.743197441101
mps-uncap,1.2,1488.8026714324951,1197.7869272232056,1879.413366317749
mps-uncap,1.3,1798.8457679748535,343.3033227920532,3274.237036705017
mps-uncap,1.4,2429.9598932266235,3022.2530364990234,3607.2471141815186
mps-uncap,1.5,3018.9491510391235,2415.141224861145,4397.770166397095
orion,0.1,0.035762786865234375,0.0324249267578125,0.03981590270996094
orion,0.2,0.03135204315185547,0.03695487976074219,0.03325939178466797
orion,0.3,0.03325939178466797,0.034809112548828125,0.03981590270996094
orion,0.4,0.033020973205566406,0.03170967102050781,0.034809112548828125
orion,0.5,3.5147666931152344,0.03838539123535156,0.061511993408203125
orion,0.6,50.5375862121582,75.85358619689941,0.043392181396484375
orion,0.7,801.760196685791,0.042557716369628906,81.78067207336426
orion,0.8,4908.20586681366,0.0826120376586914,428.234338760376
orion,0.9,6182.562947273254,985.5489730834961,0.0807046890258789
orion,1.0,7857.193231582642,2826.5929222106934,8.447885513305664
orion,1.1,7226.317405700684,21.292924880981445,4770.313739776611
orion,1.2,9915.441036224365,45.078396797180176,6547.345161437988
orion,1.3,6196.135759353638,60.70220470428467,7758.884429931641
orion,1.4,7848.113059997559,6738.84654045105,75.84023475646973
orion,1.5,9130.185604095459,85.83188056945801,7449.157238006592
ts,0.1,0.060677528381347656,0.06318092346191406,0.06198883056640625
ts,0.2,0.054836273193359375,0.06198883056640625,0.06091594696044922
ts,0.3,0.057697296142578125,0.06389617919921875,0.05817413330078125
ts,0.4,0.058650970458984375,0.058770179748535156,0.056743621826171875
ts,0.5,0.05316734313964844,0.055670738220214844,0.05817413330078125
ts,0.6,0.052928924560546875,0.05936622619628906,0.064849853515625
ts,0.7,0.06175041198730469,0.06270408630371094,218.07563304901123
ts,0.8,0.054955482482910156,240.40734767913818,1032.5384140014648
ts,0.9,0.06222724914550781,442.38924980163574,1192.9702758789062
ts,1.0,0.04839897155761719,1992.1815395355225,2336.280584335327
ts,1.1,0.054836273193359375,3885.4870796203613,3226.468801498413
ts,1.2,0.06723403930664062,4163.538575172424,3795.548439025879
ts,1.3,0.06580352783203125,4414.073467254639,3352.54967212677
ts,1.4,0.33926963806152344,4264.200210571289,4214.666128158569
ts,1.5,2.2826194763183594,5087.547302246094,5967.632532119751
