mode,load,0_mobilenet_v2-2,1_resnet101-32,2_resnet101-32
mps-uncap,0.1,36.713600158691406,136.97433471679688,95.70431709289551
mps-uncap,0.2,48.30813407897949,139.47749137878418,107.47241973876953
mps-uncap,0.3,52.17385292053223,168.78128051757812,205.11770248413086
mps-uncap,0.4,65.07492065429688,296.28443717956543,192.12579727172852
mps-uncap,0.5,76.09796524047852,235.04996299743652,232.90562629699707
mps-uncap,0.6,127.16484069824219,352.71191596984863,622.9217052459717
mps-uncap,0.7,124.63593482971191,613.2922172546387,444.9784755706787
mps-uncap,0.8,201.0178565979004,669.0096855163574,710.4036808013916
mps-uncap,0.9,361.80996894836426,1014.5077705383301,1196.718692779541
mps-uncap,1.0,1064.573049545288,4979.688882827759,1295.3393459320068
mps-uncap,1.1,11524.444341659546,12617.284059524536,15562.108516693115
mps-uncap,1.2,20487.327575683594,18693.18199157715,19139.78123664856
mps-uncap,1.3,21605.876922607422,28830.862998962402,31368.95751953125
mps-uncap,1.4,21531.186819076538,32810.8115196228,32826.47943496704
mps-uncap,1.5,21665.492057800293,39976.847648620605,42539.814710617065
orion,0.1,103.93095016479492,114.67266082763672,95.69644927978516
orion,0.2,176.9583225250244,207.77606964111328,95.25561332702637
orion,0.3,396.3580131530762,403.9139747619629,125.76508522033691
orion,0.4,395.7633972167969,362.3473644256592,98.4039306640625
orion,0.5,526.5011787414551,558.2373142242432,147.23467826843262
orion,0.6,1161.1194610595703,878.6137104034424,187.1817111968994
orion,0.7,2287.220239639282,1108.1652641296387,188.0035400390625
orion,0.8,33536.15999221802,2650.322198867798,192.29984283447266
orion,0.9,56557.68609046936,8753.421306610107,216.0027027130127
orion,1.0,63993.49594116211,24232.889413833618,194.37694549560547
orion,1.1,68071.31314277649,45132.85684585571,237.49208450317383
orion,1.2,74648.24867248535,59367.34914779663,232.4521541595459
orion,1.3,78853.3718585968,67173.09331893921,245.76807022094727
orion,1.4,86445.90878486633,70022.26686477661,296.30136489868164
orion,1.5,92623.77214431763,78075.3173828125,344.2251682281494
ts,0.1,23.051023483276367,165.52400588989258,113.83295059204102
ts,0.2,24.69658851623535,184.60941314697266,191.08104705810547
ts,0.3,31.911134719848633,241.01829528808594,296.9048023223877
ts,0.4,31.001567840576172,268.9790725708008,224.24030303955078
ts,0.5,31.476497650146484,494.7817325592041,388.8399600982666
ts,0.6,39.91985321044922,622.7231025695801,544.0351963043213
ts,0.7,65.20891189575195,1792.062520980835,1267.3749923706055
ts,0.8,58.41374397277832,4803.790092468262,2547.309398651123
ts,0.9,64.61691856384277,21315.959453582764,7058.557987213135
ts,1.0,73.04573059082031,33262.61901855469,20577.59118080139
ts,1.1,79.2081356048584,40514.26362991333,31169.665336608887
ts,1.2,743.6931133270264,51190.715074539185,40712.72277832031
ts,1.3,117.52676963806152,57362.247467041016,47346.322536468506
ts,1.4,267.82727241516113,58820.58882713318,51786.97657585144
ts,1.5,98.59204292297363,60181.48994445801,58500.44631958008
