mode,load,0_mobilenet_v2-2,1_resnet101-32,2_resnet101-32
mps-uncap,0.1,8.05974006652832,48.46906661987305,48.40278625488281
mps-uncap,0.2,8.14056396484375,48.427581787109375,48.39181900024414
mps-uncap,0.3,8.051633834838867,48.398733139038086,48.36273193359375
mps-uncap,0.4,7.899045944213867,48.41470718383789,48.40588569641113
mps-uncap,0.5,8.232831954956055,48.46072196960449,48.46310615539551
mps-uncap,0.6,8.233785629272461,48.479318618774414,48.413991928100586
mps-uncap,0.7,7.954835891723633,48.54536056518555,48.539161682128906
mps-uncap,0.8,8.142232894897461,48.482656478881836,48.615455627441406
mps-uncap,0.9,8.151531219482422,48.529863357543945,48.68483543395996
mps-uncap,1.0,8.208274841308594,49.83663558959961,49.27396774291992
mps-uncap,1.1,8.095979690551758,51.612138748168945,81.46834373474121
mps-uncap,1.2,7.971525192260742,85.29925346374512,50.627946853637695
mps-uncap,1.3,28.95069122314453,86.03644371032715,92.88930892944336
mps-uncap,1.4,19.948244094848633,88.46426010131836,93.93191337585449
mps-uncap,1.5,17.73238182067871,88.38653564453125,95.41630744934082
orion,0.1,7.714033126831055,53.88832092285156,48.70319366455078
orion,0.2,7.253170013427734,53.83729934692383,48.77877235412598
orion,0.3,6.873607635498047,53.839921951293945,48.72298240661621
orion,0.4,6.902217864990234,54.15749549865723,48.76303672790527
orion,0.5,6.908178329467773,53.977251052856445,48.57516288757324
orion,0.6,6.976842880249023,53.88140678405762,48.75802993774414
orion,0.7,7.075071334838867,54.765939712524414,48.73466491699219
orion,0.8,164.47019577026367,61.21969223022461,48.6600399017334
orion,0.9,173.84052276611328,202.29768753051758,48.70033264160156
orion,1.0,70.42145729064941,108.93869400024414,48.70772361755371
orion,1.1,83.64677429199219,172.9280948638916,48.787832260131836
orion,1.2,176.17416381835938,247.06387519836426,48.77781867980957
orion,1.3,84.36965942382812,90.98553657531738,48.75588417053223
orion,1.4,266.3462162017822,338.8540744781494,48.67267608642578
orion,1.5,22.461891174316406,102.66995429992676,48.71058464050293
ts,0.1,8.287429809570312,48.35319519042969,48.372745513916016
ts,0.2,8.23664665222168,48.31337928771973,48.31385612487793
ts,0.3,7.939577102661133,48.21372032165527,48.28000068664551
ts,0.4,8.0413818359375,48.27404022216797,48.33555221557617
ts,0.5,7.995128631591797,48.2327938079834,48.227787017822266
ts,0.6,8.024454116821289,48.311471939086914,48.24256896972656
ts,0.7,7.9193115234375,48.32959175109863,48.264265060424805
ts,0.8,8.124828338623047,53.510427474975586,48.252105712890625
ts,0.9,8.382797241210938,98.88124465942383,108.2456111907959
ts,1.0,7.892847061157227,56.75959587097168,70.68538665771484
ts,1.1,8.141756057739258,114.92228507995605,113.91878128051758
ts,1.2,8.218050003051758,121.65713310241699,122.99942970275879
ts,1.3,8.089065551757812,127.01916694641113,127.99310684204102
ts,1.4,8.168458938598633,124.31097030639648,125.76127052307129
ts,1.5,8.047819137573242,118.50833892822266,120.18537521362305
