mode,load,0_mobilenet_v3_large-2,1_resnet152-4,2_vgg19-2
mps-uncap,0.8,5643.412947654724,65.15264511108398,12.628316879272461
mps-uncap,0.9,8316.497325897217,44.50225830078125,40.395259857177734
mps-uncap,1.0,10065.95754623413,3268.8721418380737,4087.991714477539
mps-uncap,0.5,9.737968444824219,14.822006225585938,3.4902095794677734
mps-uncap,0.6,19.83332633972168,19.617080688476562,4.119396209716797
mps-uncap,0.7,1499.5938539505005,22.15278148651123,5.802273750305176
mps-uncap,0.1,10.761022567749023,23.476481437683105,3.258228302001953
mps-uncap,0.2,8.364677429199219,16.255855560302734,2.9886960983276367
mps-uncap,0.3,6.76727294921875,15.594720840454102,3.10516357421875
mps-uncap,0.4,7.463216781616211,15.005111694335938,3.238201141357422
