mode,load,0_mobilenet_v3_large-2,1_resnet152-4,2_vgg19-2
mps-uncap,0.8,10576.717138290405,420.12643814086914,100.14533996582031
mps-uncap,0.9,16603.017330169678,252.86507606506348,235.17704010009766
mps-uncap,1.0,20293.378591537476,7646.780014038086,8279.162406921387
mps-uncap,0.5,61.80405616760254,61.54155731201172,25.228500366210938
mps-uncap,0.6,128.28373908996582,116.5471076965332,38.21372985839844
mps-uncap,0.7,2923.4085083007812,216.98641777038574,41.536569595336914
mps-uncap,0.1,32.74941444396973,51.31053924560547,12.319803237915039
mps-uncap,0.2,41.751861572265625,51.79238319396973,10.683059692382812
mps-uncap,0.3,33.87260437011719,57.14845657348633,12.785196304321289
mps-uncap,0.4,44.77643966674805,92.66901016235352,17.933130264282227
