mode,load,0_mobilenet_v3_large-2,1_resnet152-4,2_vgg19-2
mps-uncap,0.8,0.013113021850585938,0.010013580322265625,0.0095367431640625
mps-uncap,0.9,0.01239776611328125,0.011920928955078125,0.010013580322265625
mps-uncap,1.0,0.013113021850585938,0.024318695068359375,0.011920928955078125
mps-uncap,0.5,0.009059906005859375,0.011444091796875,0.0095367431640625
mps-uncap,0.6,0.0095367431640625,0.010251998901367188,0.009059906005859375
mps-uncap,0.7,0.012874603271484375,0.011920928955078125,0.0095367431640625
mps-uncap,0.1,0.011920928955078125,0.01239776611328125,0.01430511474609375
mps-uncap,0.2,0.0095367431640625,0.011682510375976562,0.011444091796875
mps-uncap,0.3,0.010251998901367188,0.011682510375976562,0.011205673217773438
mps-uncap,0.4,0.0095367431640625,0.010013580322265625,0.010251998901367188
