mode,load,0_mobilenet_v3_large-2,1_resnet152-4,2_vgg19-2
mps-uncap,0.8,10448.560299873352,348.6783504486084,68.60702037811294
mps-uncap,0.9,16404.65956926346,167.00746774673462,198.30389976501476
mps-uncap,1.0,20108.808345794678,7593.003485202789,8194.37129497528
mps-uncap,0.5,35.787663459777825,33.95411491394042,9.717226028442358
mps-uncap,0.6,97.85909652709965,65.31932830810514,16.258623600006075
mps-uncap,0.7,2876.588909626007,117.38336086273185,24.46603775024414
mps-uncap,0.1,16.305696964263966,22.103812694549557,3.001680374145507
mps-uncap,0.2,18.310065269470172,25.87217569351196,3.6865043640136754
mps-uncap,0.3,16.066479682922537,27.133982181549065,4.8382830619812
mps-uncap,0.4,20.874032974243157,46.45749092102043,7.267954349517818
