mode,load,0_mobilenet_v3_large-2,1_resnet152-4,2_vgg19-2
mps-uncap,0.8,4.966020584106445,13.456344604492188,2.5625228881835938
mps-uncap,0.9,5.198001861572266,13.647317886352539,2.682209014892578
mps-uncap,1.0,5.089998245239258,16.59417152404785,2.674579620361328
mps-uncap,0.5,4.867792129516602,13.138771057128906,2.495288848876953
mps-uncap,0.6,4.827737808227539,13.550281524658203,2.4895668029785156
mps-uncap,0.7,4.900693893432617,13.391256332397461,2.4955272674560547
mps-uncap,0.1,4.865169525146484,13.529539108276367,2.5119781494140625
mps-uncap,0.2,4.820108413696289,13.285398483276367,2.4900436401367188
mps-uncap,0.3,4.904508590698242,13.345956802368164,2.4776458740234375
mps-uncap,0.4,4.865407943725586,13.108015060424805,2.4933815002441406
