mode,load,0_mobilenet_v3_large-2,1_resnet152-4,2_vgg19-2
mps-uncap,0.8,5.18796443939209,17.620086669921875,3.9577484130859375
mps-uncap,0.9,5.358695983886719,14.984321594238281,4.056167602539063
mps-uncap,1.0,5.194902420043945,17.89557933807373,3.9940118789672847
mps-uncap,0.5,5.415773391723633,14.71977233886719,3.582763671875
mps-uncap,0.6,5.250453948974609,14.769554138183594,3.73077392578125
mps-uncap,0.7,5.251646041870117,14.608263969421387,3.838801383972168
mps-uncap,0.1,11.143994331359863,24.895763397216797,3.873825073242188
mps-uncap,0.2,9.05153751373291,22.83284664154053,3.21197509765625
mps-uncap,0.3,6.971836090087891,16.63684844970703,3.3294200897216797
mps-uncap,0.4,5.755615234375001,15.2587890625,3.5041093826293945
