mode,load,0_mobilenet_v3_large-2,1_resnet152-4,2_vgg19-2
mps-uncap,0.8,395.5521533002936,219.0767120532406,479.99739472135906
mps-uncap,0.9,389.3253182441436,241.70343939973787,525.1474385969597
mps-uncap,1.0,395.112325974574,233.37311973677467,525.9677666502836
mps-uncap,0.5,297.6725057262329,127.8003759377467,300.4591567794449
mps-uncap,0.6,363.4732842478506,168.1564593270798,353.58697740747533
mps-uncap,0.7,396.7745026623264,186.82128394289967,411.297995960227
mps-uncap,0.1,57.0692798661281,26.684287657192083,61.18871220807729
mps-uncap,0.2,117.46965901439665,54.706967056206956,121.72689952037577
mps-uncap,0.3,178.65856113193527,81.18837842914691,178.33472051358208
mps-uncap,0.4,235.26363525191314,113.37681495036837,244.72442079838845
